,name,text,id,url,created_at
0,arstechnica,New Bill &amp; Ted: Two ‘80s dudes have no business working this well in 2020 https://t.co/oecFpClUzM by @nathanmattise,1299688513823178752,https://arstechnica.com/gaming/2020/08/new-bill-ted-wont-unite-humanity-but-is-a-most-excellent-vod-night/?utm_brand=arstechnica&utm_source=twitter&utm_social-type=owned&utm_medium=social,Sat Aug 29 12:41:03 +0000 2020
