,name,text,id,url,created_at
0,SputnikInt,"#LIVE | #WashingtonDC protesters demand justice for #BreonnaTaylor in wake of grand jury decision

#SputnikLive https://t.co/SPffSD8M2i",1308918014130171907,https://sputniknews.com/us/202009231080554809-live-washington-dc-protesters-demand-justice-for-breonna-taylor-in-wake-of-grand-jury-decision/,Wed Sep 23 23:55:47 +0000 2020
