,date
https://www.npr.org/2020/10/14/920385802/biden-vows-to-ease-racial-divisions-heres-his-record,"Joe Biden has witnessed and at times influenced decades of social change. He is still on the stage to see the long-term results of his actions, and sometimes to receive the judgment of history.",,20201015-1100
https://www.npr.org/2020/10/13/923369723/lets-talk-about-kamala-harris,What Kamala Harris' Past As A Prosecutor Can Tell Us,,20201015-1100
https://www.npr.org/sections/live-updates-protests-for-racial-justice/2020/10/14/923643265/kyle-rittenhouse-accused-kenosha-killer-wont-face-gun-charges-in-illinois,"An Illinois state prosecutor said local police could find no evidence that Kyle Rittenhouse, 17, ever physically possessed the firearm in the state. An extradition hearing is set for Oct. 30.",,20201015-1100
https://www.npr.org/2020/10/14/923428794/from-the-folks-who-brought-you-boring-meetings-ceos-want-to-ditch-sterile-zoom-c,"Draining. Awful. Those are the words being used to describe virtual meetings. ""What we as human beings need, want, seek ... is human contact,"" says Microsoft CEO Satya Nadella.",,20201015-1100
https://www.npr.org/2020/10/14/923674768/azerbaijan-armenia-trade-accusations-of-breaking-cease-fire-in-nagorno-karabakh,The conflict over the disputed territory that broke away more than two decades ago appears to rage on despite the truce brokered by Moscow over the weekend.,,20201015-1100
https://www.npr.org/sections/coronavirus-live-updates/2020/10/14/923721544/sharp-rise-in-drug-overdose-deaths-seen-during-1st-few-months-of-pandemic,"New data from the CDC show more than 19,000 Americans died from drug overdoses during the first three months of 2020 with the country on pace to set a grim new record.",,20201015-1100
https://www.npr.org/2020/10/14/923643672/who-s-had-it-back-on-trail-trump-touts-his-own-bout-with-the-coronavirus,"Now out of the hospital and back on the campaign trail, President Trump has been downplaying the risks of catching the virus, a new twist in his defense of how the White House handled the pandemic.",,20201015-1100
https://www.npr.org/2020/10/14/923306264/you-cannot-serve-both-god-and-money-vatican-s-financial-scandal-takes-new-twist,"Italian police arrested a woman linked to a cardinal fired by Pope Francis, the latest development in an investigation into alleged financial crimes involving the Vatican.",,20201015-1100
https://www.npr.org/sections/health-shots/2020/09/01/816707182/map-tracking-the-spread-of-the-coronavirus-in-the-u-s,"View NPR's maps and graphics to see where COVID-19 is hitting hardest in the U.S., which state outbreaks are growing and which are leveling off.",,20201015-1100
https://www.npr.org/sections/goatsandsoda/2020/03/30/822491838/coronavirus-world-map-tracking-the-spread-of-the-outbreak,Coronavirus World Map: Tracking The Spread Of The Outbreak,,20201015-1100
https://www.npr.org/2020/10/15/923637375/takeaways-from-amy-coney-barretts-judiciary-confirmation-hearings,"President Trump's nominee deflected answering most questions, citing precedent that she can't weigh in on issues she may rule on. Weeks before the election Democrats largely honed in on health care.",,20201015-1130
https://www.npr.org/sections/live-amy-coney-barrett-supreme-court-confirmation/2020/10/14/923786003/booker-doubles-down-on-barrett-in-continued-exchange-about-racism,Booker Doubles Down On Barrett In Continued Exchange About Racism,,20201015-1130
https://www.npr.org/2020/10/14/923766097/facebook-and-twitter-limit-sharing-new-york-post-story-about-joe-biden,Facebook And Twitter Limit Sharing 'New York Post' Story About Joe Biden,,20201015-1130
https://www.npr.org/2020/10/15/923592572/the-end-of-oil-battle-lines-drawn-as-industry-grapples-with-energys-future,The End Of Oil? Battle Lines Drawn As Industry Grapples With Energy's Future,,20201015-1130
https://www.npr.org/2020/10/14/922153898/his-private-border-wall-enraged-neighbors-then-he-landed-2b-to-build-walls-for-t,His Private Border Wall Enraged Neighbors. Then He Landed $2B To Build Walls For Trump,,20201015-1130
https://www.npr.org/2020/10/15/923787027/failed-by-the-courts-texans-hoping-to-vote-by-mail-have-to-hit-the-polls-instead,A series of efforts by Texas Republicans to make access to voting more difficult in the final stretch of the fall campaign comes as the party's lock on the state's politics is getting looser.,,20201015-1130
https://www.npr.org/sections/live-updates-protests-for-racial-justice/2020/10/14/923695262/woman-who-called-police-on-black-bird-watcher-allegedly-made-a-second-911-call,"The woman was captured on cellphone video calling police on a Black bird-watcher in Central Park this summer. She allegedly went a step further in the second call, saying he ""tried to assault her.""",,20201015-1130
https://www.npr.org/2020/10/13/923405080/lyrics-on-trial-mac-phipps-pt-2,"The rapper Mac is serving a 30-year sentence for a murder someone else confessed to. In this episode, he reflects on how his lyrics were used against him, and a previously unknown witness comes forward.",,20201015-1130
