,text,notes,date
https://www.politico.com/news/2020/12/06/republican-senator-voter-fraud-claims-443288,GOP senator calls for continued pursuit of voter fraud claims,,20201207-0000
https://www.politico.com/news/2020/12/06/birx-frustrated-coronavirus-misinformation-443257,Birx frustrated by 'parroting back' of virus misinformation,,20201207-0000
https://www.politico.com/news/2020/12/06/bidens-mask-plan-trumps-vaccine-chief-443231,"Biden's 100-day mask plan 'a good idea,' Trump's vaccine chief says",,20201207-0000
https://www.politico.com/news/2020/12/06/raffensperger-election-trump-georgia-443216,"Special session over Georgia election would 'nullify the will of the people,' secretary of State says",,20201207-0000
https://www.politico.com/news/2020/12/06/biden-azar-vaccine-rollout-nonsense-443200,"Biden's criticism of vaccine rollout 'just nonsense,' Azar says",,20201207-0000
https://www.politico.com/news/2020/12/06/china-prepares-large-scale-rollout-of-coronavirus-vaccines-443159,China prepares large-scale rollout of coronavirus vaccines,,20201207-0000
https://www.politico.com/news/2020/12/04/student-loan-pause-extended-442988,DeVos extends student loan pause through January,,20201207-0000
https://www.politico.com/states/california/story/2020/12/04/bay-area-imposes-stay-home-order-before-california-rules-kick-in-1341762,Bay Area imposes stay-home order before California rules kick in,,20201207-0000
https://www.politico.com/news/2020/12/04/biden-inauguration-covid-442952,Biden says inauguration likely to emulate DNC's virtual proceedings,,20201207-0000
https://www.politico.com/news/magazine/2020/12/06/trump-veep-moments-435749,'Every Day Was Like a Veep Episode': The Veepiest Moments of the Trump Era,,20201207-0000
https://www.politico.com/news/2020/12/06/xavier-becerra-health-human-services-443356,Biden selects Becerra to lead Health and Human Services,,20201207-0000
https://www.politico.com/news/2020/12/06/states-health-providers-who-gets-first-vaccines-442993,States defer to health providers on who gets first vaccines,,20201207-0000
https://www.politico.com/news/2020/12/06/congress-hell-week-lame-duck-443215,Hell week bears down on Congress,,20201207-0000
https://www.politico.com/news/2020/12/06/giuliani-coronavirus-trump-twitter-443315,"Rudy Giuliani tests positive for Covid, Trump says",,20201207-0000
https://www.politico.com/news/2020/12/06/iowa-democrats-bad-year-442589,2020 meltdown leaves Iowa Democrats on edge,,20201207-0000
