,text,notes,date
https://www.newyorker.com/goings-on-about-town,Goings On,,20200613-0000
https://www.newyorker.com/tag/coronavirus,coronavirus news coverage and analysis,,20200613-0000
/news/us-journal/can-coronavirus-contact-tracing-survive-reopening,Can Contact Tracing Survive Reopening?,,20200613-0000
/news/our-local-correspondents/is-bill-de-blasio-the-loneliest-man-in-new-york-city,"Bill de Blasio, the Loneliest Man in New York City",,20200613-0000
/culture/cultural-comment/i-take-responsibility-and-the-limits-of-celebrity-activism,“I Take Responsibility” and the Limits of Celebrity Activism,,20200613-0000
/magazine/2020/06/22/spike-lee-wraps-history-in-adventure-in-da-5-bloods,Spike Lee Wraps History in Adventure in “Da 5 Bloods”,,20200613-0000
/news/letter-from-trumps-washington/trump-hates-losers-so-why-is-he-refighting-the-civil-war-on-the-losing-side,Trump Is Refighting the Civil War—on the Losing Side,,20200613-0000
/news/our-columnists/i-didnt-know-is-not-a-defense-for-enabling-trump,“I Didn’t Know” Is Not a Defense for Enabling Trump,,20200613-0000
/news/daily-comment/how-electronic-voting-in-georgia-resulted-in-a-disenfranchising-debacle,Georgia’s Electronic-Voting Debacle,,20200613-0000
/news/our-columnists/economic-reality-bites-wall-street-and-trump,Economic Reality Bites Wall Street and Trump,,20200613-0000
/magazine/2020/06/22/a-top-sommelier-is-upending-culinary-perspectives-with-his-ham-bar,The Sommelier Upending Culinary Perspectives with His Ham Bar,,20200613-0000
/culture/culture-desk/norah-joness-extraordinary-at-home-concerts,Norah Jones’s Extraordinary At-Home Concerts,,20200613-0000
/news/news-desk/ivanka-trump-and-charles-koch-fuel-a-cancel-culture-clash-at-wichita-state,Ivanka Trump and Charles Koch Fuel a University Culture Clash,,20200613-0000
/culture/video-dept/saying-goodbye-during-the-coronavirus-pandemic-in-the-last-call,Saying Goodbye During the Coronavirus Pandemic,,20200613-0000
/culture/cultural-comment/the-bicycle-as-a-vehicle-of-protest,The Bicycle as a Vehicle of Protest,,20200613-0000
/puzzles-and-games-dept/crossword/2020/06/12,The Weekend Crossword,,20200613-0000
/culture/on-and-off-the-avenue/the-embarrassment-of-democrats-wearing-kente-cloth-stoles,The Embarrassment of Democrats Wearing Kente-Cloth Stoles,,20200613-0000
/news/daily-comment/what-the-who-meant-to-say-about-asymptomatic-people-spreading-the-coronavirus,What the W.H.O. Meant About Asymptomatic People and the Coronavirus,,20200613-0000
/news/daily-comment/a-white-house-tour-from-outside-trumps-fence,"A White House Tour, from Outside Trump’s Fence",,20200613-0000
/magazine/2020/06/08/maxine-hong-kingstons-genre-defying-life-and-work,Maxine Hong Kingston’s Genre-Defying Life and Work,,20200613-0000
https://www.newyorker.com/news/news-desk/ivanka-trump-and-charles-koch-fuel-a-cancel-culture-clash-at-wichita-state#intcid=recommendations_the-new-yorker-homepage_d4b13e19-27bb-47a3-83cc-6a829b8d52cc_popular4-1,Ivanka Trump and Charles Koch Fuel a Cancel-Culture Clash at Wichita State,,20200613-0000
https://www.newyorker.com/culture/on-and-off-the-avenue/the-embarrassment-of-democrats-wearing-kente-cloth-stoles#intcid=recommendations_the-new-yorker-homepage_d4b13e19-27bb-47a3-83cc-6a829b8d52cc_popular4-1,The Embarrassment of Democrats Wearing Kente-Cloth Stoles,,20200613-0000
https://www.newyorker.com/news/our-columnists/why-the-polls-are-alarming-for-donald-trump#intcid=recommendations_the-new-yorker-homepage_d4b13e19-27bb-47a3-83cc-6a829b8d52cc_popular4-1,Why the Polls Are Alarming for Donald Trump,,20200613-0000
https://www.newyorker.com/humor/daily-shouts/to-the-lady-who-shared-thirteen-pictures-of-black-babies-and-white-babies-holding-hands-on-my-facebook-wall#intcid=recommendations_the-new-yorker-homepage_d4b13e19-27bb-47a3-83cc-6a829b8d52cc_popular4-1,To the Lady Who Shared Thirteen Pictures of Black Babies and White Babies Holding Hands on My Facebook Wall,,20200613-0000
https://www.newyorker.com/news/our-columnists/how-do-we-change-america#intcid=recommendations_the-new-yorker-homepage_d4b13e19-27bb-47a3-83cc-6a829b8d52cc_popular4-1,How Do We Change America?,,20200613-0000
/podcast/the-new-yorker-radio-hour/getting-white-people-to-talk-about-racism,Getting White People to Talk About Racism,,20200613-0000
/culture/video-dept/eric-garners-family-is-still-grieving,Eric Garner’s Family Is Still Grieving,,20200613-0000
/humor/daily-shouts/what-are-you-doing-for-pride,What Are You Doing for Pride?,,20200613-0000
/culture/the-front-row/what-to-stream-the-story-of-a-three-day-pass-a-precursor-to-spike-lees-da-5-bloods,"What to Stream: “The Story of a Three-Day Pass,” a Precursor to Spike Lee’s “Da 5 Bloods”",,20200613-0000
/cartoons/blitts-kvetchbook/thin-blue-lineup,Thin Blue Lineup,,20200613-0000
https://www.newyorker.com/crossword-puzzles-and-games,Crossword,,20200613-0000
https://www.newyorker.com/cartoons/contest,Caption Contest,,20200613-0000
https://www.newyorker.com/recommends/everything,New Yorker Recommends,,20200613-0000
/magazine/2020/06/08/a-diner-turned-drive-in-in-queens,A Diner Turned Drive-In in Queens,,20200613-0000
/magazine/2020/06/08/what-is-there-to-love-about-longfellow,What Is There to Love About Longfellow?,,20200613-0000
/magazine/2020/06/08/the-smell-of-doughnuts,The Smell of Doughnuts,,20200613-0000
/magazine/2020/06/08/confessions-of-a-shinagawa-monkey,“Confessions of a Shinagawa Monkey”,,20200613-0000
https://www.newyorker.com/video/watch/i-am-eric-garners-cousin-heres-what-george-floyds-family-can-expect,I Am Eric Garner’s Cousin. Here’s What George Floyd’s Family Can Expect.,,20200613-0000
https://www.newyorker.com/video/watch/a-daughter-forced-to-say-goodbye-over-a-video-call,A Daughter Forced to Say Goodbye Over a Video Call,,20200613-0000
https://www.newyorker.com/video/watch/chhonk-my-mother-s-secret-for-enlivening-any-dish,A Food Writer Embraces Her Indian Heritage Through Chhonk,,20200613-0000
https://www.newyorker.com/video/watch/dreaming-gave-us-wings,Dreaming Gave Us Wings,,20200613-0000
https://www.newyorker.com/newsletter,Newsletters,,20200613-0000
https://www.newyorker.com/newsletter/daily,The Daily,,20200613-0000
https://www.newyorker.com/newsletter/humor,Daily Humor,,20200613-0000
https://www.newyorker.com/newsletter/cassidy,John Cassidy,,20200613-0000
https://www.newyorker.com/newsletter/borowitz,The Borowitz Report,,20200613-0000
https://www.newyorker.com/newsletter/sorkin,Amy Davidson Sorkin,,20200613-0000
https://www.newyorker.com/newsletter/on-the-trail,Election 2020,,20200613-0000
https://www.newyorker.com/goings-on-about-town,Goings On,,20200613-0030
https://www.newyorker.com/tag/coronavirus,coronavirus news coverage and analysis,,20200613-0030
/news/us-journal/can-coronavirus-contact-tracing-survive-reopening,Can Contact Tracing Survive Reopening?,,20200613-0030
