source,abcnews,breitbart,cnn,dailycaller,foxnews,newyorktimes,washingtonpost
L1_abcnews,0.4690373593562007,0.42257554569864697,0.3250004468599448,0.4525557225288101,0.516555452090507,0.3597324594000985,0.3894459264176725
L1_breitbart,0.46467268174479176,0.4351434523526708,0.3690183780597878,0.5138509269565328,0.47289243385035096,0.3916176524935442,0.49291414043150206
L1_cnn,0.4796984459638981,0.39908821420897317,0.5513618715956153,0.3606823401682274,0.3474122473467397,0.31712981361054077,0.43312740900254243
L1_dailycaller,0.3847155129248067,0.23965514364234772,0.2965372562381038,0.3504577118981336,0.24018386408912126,0.306625848622695,0.2522261281818591
L1_foxnews,0.4140221715251299,0.3837016981123561,0.3391622613610915,0.45581608443298416,0.5241664439247143,0.2741541370565062,0.4468909459993321
L1_newyorktimes,0.5709956948784585,0.5284877252832095,0.3602947350722889,0.5076391312662132,0.5453025066782125,0.5716403669010005,0.5744030960389845
L1_washingtonpost,0.5617098697405233,0.5986426712814555,0.46679635874636227,0.6824325936001527,0.5626120854077139,0.7330219989029987,0.6209173291797936
L2_abcnews,0.5181517497590711,0.455941836194231,0.26883019130555524,0.44964778967954,0.511244475074682,0.37055488001936526,0.394576724668977
L2_breitbart,0.5137364988112353,0.5996053629133044,0.3343923984037301,0.49717271365384735,0.5181022118130103,0.5058272042223387,0.6049182283740779
L2_cnn,0.5194931242833586,0.4163990005575028,0.6313780015243424,0.4876865600467529,0.3742794196340582,0.40326823964271313,0.474001572601685
L2_dailycaller,0.5139710071735704,0.37973309000025407,0.44807390002286296,0.45279404374178717,0.36695739127350235,0.49133806275361114,0.3668369669214844
L2_foxnews,0.37974098200766426,0.32693401655891685,0.30510804244412165,0.34199373518186715,0.4475216566007904,0.32593630393170536,0.44090753475083055
L2_newyorktimes,0.6458519222421143,0.624521327442376,0.4571668798894922,0.50593067999115,0.6282160644967284,0.6818880944610759,0.6865503409579266
L2_washingtonpost,0.5040275261895317,0.5051893001184009,0.4204990838713381,0.563024793394953,0.49561535971567405,0.6869144853966681,0.616049976462392
L3_abcnews,0.5679447904994114,0.549886293495708,0.18609283399657037,0.4507335446308813,0.5430190691476073,0.374725110732419,0.4009439648529672
L3_breitbart,0.483306064056571,0.6467564556270698,0.3107311496339745,0.5299378520723934,0.49223380444619075,0.49946573859246424,0.5734054264321046
L3_cnn,0.5448610227876577,0.49582035044514494,0.6382828879966111,0.50410006577781,0.39852837832397525,0.5023019147928202,0.5625014429531185
L3_dailycaller,0.4466010086965394,0.40742167937173573,0.5338735780738274,0.5806402151911045,0.3326116228402988,0.4591598792187066,0.40503108934630727
L3_foxnews,0.41166671557385437,0.39642022602524735,0.20502127144462803,0.44161454379180765,0.531391562146575,0.33105235311487835,0.46162488118798417
L3_newyorktimes,0.6624193559773974,0.6242684205484832,0.43709882168461883,0.5166879039665452,0.6511707399518994,0.6788047826464698,0.7480375188929999
L3_washingtonpost,0.43677977449961725,0.483990093986775,0.36535563900209916,0.5331707082255153,0.45402525649202474,0.6327649729786516,0.6110486691893078
L4_abcnews,0.6318307113316798,0.650367502694972,0.16690711846740078,0.48928787334501256,0.5960281705404532,0.42839579128403904,0.44938665427741475
L4_breitbart,0.5002616883040645,0.6829872766440076,0.47059906087914194,0.5845422054996504,0.5245100632976659,0.5104518147110582,0.597212850903252
L4_cnn,0.48078678977182265,0.5026535483161333,0.6464288715952542,0.5333276703521846,0.38861960154346736,0.5015053046717144,0.5626775491938357
L4_dailycaller,0.5467482859537053,0.5117361805224113,0.6193504654960716,0.6815869658655446,0.4572464916939259,0.6388434933993363,0.49572048110397376
L4_foxnews,0.3724029361142458,0.3832352336156537,0.2137504817147903,0.44054537113218795,0.5332326554706307,0.233680158369669,0.4536725187533314
L4_newyorktimes,0.650322849863019,0.6556532016139223,0.41397612643764103,0.5345259368150388,0.6445355633315643,0.6892661966385542,0.724296619850738
L4_washingtonpost,0.38399524298511084,0.524818549987569,0.30863955017313377,0.45534944914808106,0.47660019046459795,0.5421071442566516,0.6487524691167794
L5_abcnews,0.6993211272286396,0.728284339743296,0.20365733234494618,0.5409501574429056,0.6867378703079615,0.5261220712787492,0.5478845766670744
L5_breitbart,0.5169119527116306,0.6841478663618539,0.5923710695609439,0.7004070946111937,0.5498007074904422,0.5262428509618735,0.6383512587004313
L5_cnn,0.33057512579479564,0.4127611151347503,0.7043297869018386,0.47500144990303955,0.32587878205000215,0.31383613666333543,0.5096609347770753
