source,newyorktimes,washingtonpost
L1_newyorktimes,0.35653575071307186,0.1634196662740123
L1_washingtonpost,-0.11621216987475169,0.42968324179192025
L2_newyorktimes,0.4826175905662543,-0.11590555483861452
L2_washingtonpost,0.11549089504709617,0.42985326328424334
L3_newyorktimes,0.3706519048673597,-0.40146641607245437
L3_washingtonpost,-0.09227203696132884,0.4987774267091978
L4_newyorktimes,0.47074802821755796,-0.23817799882968224
L4_washingtonpost,-0.044269302687358486,0.6861043907582828
L5_newyorktimes,0.4718324326836563,-0.16960770668416364
L5_washingtonpost,-0.059843529965443135,0.7958747733421944
L6_newyorktimes,0.36619047316347186,-0.3387817420497358
L6_washingtonpost,-0.14644445638181697,0.7346988344024515
L7_newyorktimes,0.2991519639719672,-0.21127621237208224
L7_washingtonpost,0.16984467152160904,0.6156084814044879
L8_newyorktimes,0.29358808413109144,-0.10499043563246231
L8_washingtonpost,0.37054156134347105,0.6068181898042209
L9_newyorktimes,0.29023280434529886,-0.3081399466667895
L9_washingtonpost,0.006832814051684742,0.6533312446468568
L10_newyorktimes,0.3220827617196157,0.035789297676686344
L10_washingtonpost,0.005439756038701707,0.7382539108212753
L11_newyorktimes,0.29809496861741813,0.15949883825090994
L11_washingtonpost,-0.05517267470460305,0.746625308857826
L12_newyorktimes,0.09326585395402545,0.1757566315693203
L12_washingtonpost,-0.24161849139757416,0.6682379031714843
