source,newyorktimes,washingtonpost
L1_newyorktimes,0.1379518605834322,-0.18555596399789745
L1_washingtonpost,0.06294061895381003,-0.1146383866608401
L2_newyorktimes,0.1371374904073176,-0.21116644722377578
L2_washingtonpost,0.08145139245287641,-0.08939191174307203
L3_newyorktimes,0.13295426655211556,-0.20869839195117293
L3_washingtonpost,-0.05003217469852626,-0.2074530238409103
L4_newyorktimes,0.08232042385653764,-0.1568480082348544
L4_washingtonpost,0.04820119571977918,-0.25976919880461175
L5_newyorktimes,0.018095490970178943,-0.23804685868241335
L5_washingtonpost,0.19912493871992992,-0.17060597009846648
L6_newyorktimes,-0.13165624597987843,-0.18101207016822274
L6_washingtonpost,0.14986695477117648,-0.16484289174522956
L7_newyorktimes,0.01934823633145283,-0.11810685514883415
L7_washingtonpost,0.2159917921166658,-0.2532596062119419
L8_newyorktimes,0.18992627284059818,-0.2685995944475618
L8_washingtonpost,0.16628786461651157,-0.22030344422876277
L9_newyorktimes,0.3510700606163435,-0.2371098225244187
L9_washingtonpost,0.071312179344795,-0.1985629426583691
L10_newyorktimes,0.614759898089599,-0.027827082136870407
L10_washingtonpost,0.04681252814949682,-0.2026703584690989
L11_newyorktimes,0.48115266848408705,0.0690884065865495
L11_washingtonpost,-0.04333890279351767,-0.08591030618256182
L12_newyorktimes,0.46005346541227377,0.19205817523101223
L12_washingtonpost,-0.15375389570937903,-0.02252626231765823
