source,abcnews,breitbart,cnn,dailycaller,foxnews,newyorktimes,washingtonpost
L1_abcnews,0.5053276832074095,0.4361315557031759,0.5107240319146523,0.4559581574925392,0.48308510821549944,0.45122664406249646,0.506653811935118
L1_breitbart,0.5835507386837498,0.5292280217441517,0.5591458294294894,0.5633733658919715,0.5676259323973515,0.4604184855562634,0.617354963596389
L1_cnn,0.5051662487515372,0.4848343521148047,0.5770766678519362,0.5357451993114111,0.5550256460047338,0.5631329700582778,0.595597425999384
L1_dailycaller,0.4946665574090571,0.5645787998240769,0.5745467981541055,0.5585887512988315,0.6595931881992187,0.571289080713092,0.5750634975478942
L1_foxnews,0.5708796715995388,0.5709497399352634,0.5785972368049502,0.5540040507931145,0.6615778118777907,0.5895451395957694,0.6868617461620367
L1_newyorktimes,0.6803632644238161,0.6825680002777796,0.5952346903184546,0.6439451704200072,0.6239530146245418,0.6038013047925199,0.735862562735412
L1_washingtonpost,0.538250330598543,0.46957889740343556,0.5868265384979445,0.5214233625737015,0.5701972463056943,0.5253955843294098,0.6256534936948409
L2_abcnews,0.6266265531699186,0.5601256260735922,0.6438125449140302,0.576995128367671,0.6128573763281339,0.6159202737099506,0.642371474361097
L2_breitbart,0.6080392251811783,0.6105635082917235,0.6267725155031004,0.6286857827756571,0.6500324692796952,0.5066975793907968,0.6571230649784318
L2_cnn,0.553142969954052,0.5356183500106388,0.6784292768613239,0.6134943907997104,0.6390321617877209,0.6411178073841474,0.6065705472601822
L2_dailycaller,0.5492465957368105,0.642188309534686,0.6134614300177235,0.6298662219842536,0.7106911136316537,0.6062919586058694,0.6157033269951037
L2_foxnews,0.5475482067462341,0.5635519823974476,0.5972950145558946,0.5486868550755979,0.6647139581392937,0.6035368099790438,0.6563965263221391
L2_newyorktimes,0.7404998241748314,0.7273036337010353,0.6805459271736752,0.7308111713977014,0.6648760321437795,0.6942016114358224,0.7634780845048322
L2_washingtonpost,0.5631206936544361,0.5069405453714405,0.609332873845741,0.5634909261182574,0.6022930165708378,0.5592013194588004,0.6476800205441665
L3_abcnews,0.6841943060803651,0.6464937437277372,0.7142560770267051,0.654837927719073,0.6851400035080485,0.7109299304726041,0.7259067778526377
L3_breitbart,0.5979555938602117,0.6672672635185377,0.6427326845828502,0.6826946460099662,0.6981298091587989,0.5894889745355214,0.6550005145089953
L3_cnn,0.5530007078441067,0.5693940030731359,0.705061761839801,0.6366922048622293,0.6870587580088378,0.6814062189911346,0.616144140516936
L3_dailycaller,0.5706672568515475,0.6823046315998815,0.6215537735549715,0.6767250595612712,0.7205339114741711,0.6268112662740801,0.6461916511729253
L3_foxnews,0.5444881717371699,0.5787904821625477,0.5929089185272496,0.5501966448631631,0.6520070766505249,0.5845054224473186,0.6244270272191693
L3_newyorktimes,0.7220922332403995,0.6594956294929474,0.6991072800692923,0.7412945412988644,0.6579789918791871,0.6697227909699108,0.7221425092480441
L3_washingtonpost,0.5759326853191775,0.5564124178219011,0.6464775158700967,0.5902671267630432,0.6579454418215246,0.6133089171219234,0.6735370704713102
L4_abcnews,0.7177404106583901,0.7071629012351662,0.7553436944483776,0.7215546842906834,0.7434698331079452,0.7495123294897151,0.7656867875239116
L4_breitbart,0.6602083197943538,0.7599971543668227,0.6838514153214962,0.7726307532775364,0.771839586269109,0.6474503726358737,0.7175698819983182
L4_cnn,0.5658064838063482,0.6202411221290227,0.6862755397310676,0.6599790565058764,0.7094688508508956,0.6615701367251035,0.6459640281457675
L4_dailycaller,0.5826887455908994,0.6920553331797233,0.6401004750254279,0.6980291258541929,0.731962288671862,0.6233673295894384,0.6620952317259963
L4_foxnews,0.5508054045377574,0.6163523001925211,0.6278802776434633,0.6087107201933233,0.682056533995532,0.5908121990298102,0.644444336613148
L4_newyorktimes,0.7250476207563049,0.6425658412895803,0.7503474855245007,0.7503279454289872,0.6876710273245966,0.6335043493287253,0.7024175227857091
L4_washingtonpost,0.6056151753268316,0.6349851136282819,0.7074183351536504,0.6657000119005019,0.7544205793892054,0.6557822156035555,0.739038672204288
