source,newyorktimes,washingtonpost
L1_newyorktimes,0.023482855597328663,-0.03269650272440683
L1_washingtonpost,-0.14907397977099468,-0.031177337806958104
L2_newyorktimes,-0.004550561437416714,-0.0969875875072901
L2_washingtonpost,-0.19496992973901864,-0.07425334045459644
L3_newyorktimes,-0.21399717897457995,-0.22828800763153095
L3_washingtonpost,-0.2577710856138761,-0.030190950583306463
L4_newyorktimes,-0.2402055671904501,-0.2570265435533007
L4_washingtonpost,-0.27057426870341,0.010152260568605147
L5_newyorktimes,-0.09618879448474389,-0.2413150505453525
L5_washingtonpost,-0.31946729680926195,0.08000687317748158
L6_newyorktimes,-0.04320643980743272,-0.24448904216387934
L6_washingtonpost,-0.1858566536273263,0.10945808035408028
L7_newyorktimes,-0.0018946341095366788,-0.3276091475102711
L7_washingtonpost,-0.04107268420332766,0.1536489504531975
L8_newyorktimes,0.08034782891963253,-0.34969546474825186
L8_washingtonpost,0.08472196810580826,0.23951311274788414
L9_newyorktimes,0.12792637477798627,-0.2844936543420017
L9_washingtonpost,0.17685717927380662,0.3494084686662915
L10_newyorktimes,0.20106559283056102,-0.05430449558810752
L10_washingtonpost,0.36094298668916747,0.5560664891886007
L11_newyorktimes,0.3564241455368639,0.13265489412534476
L11_washingtonpost,0.523625415188328,0.6393419235868871
L12_newyorktimes,0.339734830602467,0.2312452968924132
L12_washingtonpost,0.6314649524842945,0.6563328247994343
