source,abcnews,breitbart,cnn,dailycaller,foxnews,newyorktimes,washingtonpost
L1_abcnews,0.18585943145035866,0.14261295621995543,-0.025422959040123153,0.17844714927221178,0.1522781157022847,-0.0670141774020205,0.19755950750297732
L1_breitbart,0.20033180272650886,0.3099849579466618,-0.051601003037280525,0.2390239820528048,0.17369041953209574,0.03251386323016313,0.17813389691439033
L1_cnn,0.04414884712071545,0.007530765667027949,0.15867180563805308,-0.06241945990096685,0.06940583119678834,-0.09549799925886637,0.2614670828745717
L1_dailycaller,0.24850700338681297,0.3868025730958791,0.04335934501443541,0.36884971020234747,0.39603806771597083,0.0890512907656161,0.3154010307830913
L1_foxnews,0.27167716966103167,0.2919703328812136,0.0755195709128382,0.267806294825908,0.3488292501896471,0.0316477050969192,0.032996505546120096
L1_newyorktimes,-0.055102863376736956,0.06372520008316322,0.012935277781551268,-0.06409920857754575,0.04509794918175662,0.35561681411609825,0.06434000161448866
L1_washingtonpost,-0.09267587327773821,-0.04804123188659697,0.0822605407912446,-0.011933839780116546,-0.007814672994467456,0.03348993226067566,0.3878138039778686
L2_abcnews,0.2971924829306796,0.25023623721150434,-0.005572677446326396,0.26523238632898616,0.28023998895946944,0.039420105508951635,0.30170718514311134
L2_breitbart,0.25124300430925073,0.39027219676661157,-0.14023999434556225,0.2801992810985461,0.1631278081019708,0.1126889832973432,0.27460866967248704
L2_cnn,0.23238742475169505,0.13580273431934028,0.16896506810761372,0.059649702821842156,0.17452719909256506,-0.03997425280085322,0.3723186502298358
L2_dailycaller,0.2753331332361411,0.5318733862410164,0.0008547419021969761,0.5362466773969137,0.512452328052751,0.24740838571196078,0.3942293234948616
L2_foxnews,0.30070941435308673,0.32603679589452333,0.140059212862585,0.40100968297839334,0.4705400488872827,0.08223418395156228,0.06356929507075752
L2_newyorktimes,0.0037490156568311507,0.17915722828890013,-0.029669266399735793,0.0014029041790722268,0.13726926667847547,0.3751020155282069,0.0950338948512171
L2_washingtonpost,-0.04566472705222343,-0.07022722464996961,0.14324173462796247,-0.07892216905679077,-0.06510273907212877,-0.028022816397172173,0.5240680800371997
L3_abcnews,0.34859339753270796,0.309427546136978,-0.06731294207883286,0.3080207679973942,0.31507992830389364,0.15160285370013143,0.3489614455789762
L3_breitbart,0.2513779857584798,0.45171114375634225,-0.14321094015978844,0.3257573381431261,0.18125232587008017,0.18125532646871192,0.28239894053017456
