source,newyorktimes,washingtonpost
L1_newyorktimes,-0.0951568175248329,0.20618867660700466
L1_washingtonpost,0.19806561352843322,-0.0711622774653821
L2_newyorktimes,-0.02980822682069391,0.1075848450266545
L2_washingtonpost,0.15239626272337123,0.06858665733846452
L3_newyorktimes,-0.22091139819468752,0.014067357574576497
L3_washingtonpost,0.44783313659536833,-0.05204800958422681
L4_newyorktimes,-0.32216860873190456,-0.22252504672018397
L4_washingtonpost,0.35455185936626804,-0.0902670705407408
L5_newyorktimes,-0.4458369412749678,-0.28218168643204666
L5_washingtonpost,0.15063941685596016,0.139268864709938
L6_newyorktimes,-0.555259586987647,-0.172425039753883
L6_washingtonpost,0.11393701208090222,0.34465180182665717
L7_newyorktimes,-0.34046118257710145,-0.33604873588361517
L7_washingtonpost,0.19207125684463283,0.37464208219481376
L8_newyorktimes,-0.2096009916479264,-0.14994263101342709
L8_washingtonpost,-0.005834979211941614,0.27818339413180904
L9_newyorktimes,-0.21469791355536674,-0.025968129194069517
L9_washingtonpost,0.020079125631492254,0.33652603882403254
L10_newyorktimes,-0.13526205303448702,-0.11893501261551727
L10_washingtonpost,0.11846454913233,0.4096249077131855
L11_newyorktimes,-0.14471810957745412,-0.05173775907210606
L11_washingtonpost,0.11464228679320282,0.43646698501192954
L12_newyorktimes,-0.49711519958578004,0.14942704496955653
L12_washingtonpost,0.09970522663522764,0.4044894588241294
