source,abcnews,breitbart,cnn,dailycaller,foxnews,newyorktimes,washingtonpost
L1_abcnews,0.016888634750063636,-0.25487491058972406,-0.06986093409873635,-0.27021140102317515,-0.09455712488907728,0.19510636738786383,-0.027304815244098994
L1_breitbart,-0.00785203478430113,-0.11627459897614835,0.25091764200130146,0.19685951168226845,0.17017080878407018,0.13474698310780928,0.21529754241270518
L1_cnn,0.09945269886809915,0.06870395974064168,-0.007618706966615509,0.02610726224541145,0.00020719707870504297,0.029759932707270013,0.09354949254025442
L1_dailycaller,0.3017886254134395,-0.4111865897614061,0.16767742790013354,-0.15833391645027456,0.11133563901245903,0.42420169446103667,0.21232911387054945
L1_foxnews,-0.06517384657851236,-0.21356834513379752,-0.007020952966460893,0.05561560232495503,-0.03812536576312183,0.1945967504008832,0.139380566103837
L1_newyorktimes,0.2621540307718842,-0.17940077047987196,0.23172807918527874,-0.14748797748267123,0.037749332962591226,0.4411765717889254,0.10455212687308
L1_washingtonpost,0.12831138658562993,-0.2531170925469459,0.24701345564948435,-0.16056865228484585,0.008282299555206981,0.500766683389593,0.2817689703704265
L2_abcnews,-0.006244096818370129,-0.26753207114081995,-0.13371080227808668,-0.3654087701512695,-0.022654906566497175,0.18973669508405877,-0.11631212541292985
L2_breitbart,-0.0009690712119510595,-0.12048832938008218,0.19038431354463245,0.2664887544642285,0.1681996446329481,0.039345215645212504,0.22229833085152603
L2_cnn,0.15024622892818792,0.018382826268565276,0.0794634336125456,0.013114649003791716,0.13193575593306045,0.2829341916273073,0.28830772915331904
L2_dailycaller,0.3731115156527067,-0.27748471822589293,0.13238088717257923,-0.062280173178787354,0.20266885290488396,0.4536290450864275,0.23552787052325902
L2_foxnews,0.0009231754046184061,-0.19780015668678275,0.08530765481016446,0.05843962671100261,-0.03977777960455766,0.3890817813093283,0.2573668798168712
L2_newyorktimes,0.22751415007379278,-0.10768955653278915,0.2589108885803661,0.01215190749761452,0.21392689948947927,0.6052031321720248,0.3483006157375417
L2_washingtonpost,0.15202515347376191,-0.24365144169831998,0.24639532138697565,-0.12309888295591642,0.17010158904398054,0.6699468494615728,0.30205158516878083
L3_abcnews,0.008685461839869001,-0.2709281045685981,-0.11157782633249089,-0.426854216609624,0.025781563890383503,0.15573804433456015,-0.08301398986346677
L3_breitbart,-0.00454465337572926,-0.06515944229508316,0.14112812010027947,0.35928174385929895,0.15774620472774203,-0.052496471909939585,0.2642591633406145
L3_cnn,0.1626230895078958,-0.021651691287836408,0.14048341566671285,0.07367473766325307,0.20735580303131193,0.39324015767903786,0.35685908167129116
L3_dailycaller,0.4493660652023544,-0.18264439412749675,0.14671777003658343,-0.007380723573447184,0.3280949271902784,0.4926934154340737,0.22990243548172357
L3_foxnews,0.15262968727029305,-0.16356909811688897,0.14745958317415367,0.1237923890468176,0.14038543333948772,0.48264948758143317,0.2397000063934141
L3_newyorktimes,0.2618515126335906,-0.02863591311795477,0.28454124924133356,0.1475373646529776,0.3256839329324296,0.7654933770255208,0.511673140706732
L3_washingtonpost,0.23448820469224882,-0.18870296674060225,0.221208934660463,-0.025802475138893017,0.27769548169695984,0.7655554270277714,0.38418482638022894
L4_abcnews,-0.022185987385130862,-0.2473777422292312,-0.298402031863807,-0.5153989572480685,-0.0989292968178598,0.06898894739413146,-0.21715712323179626
L4_breitbart,-0.06609747525741358,-0.0017888693984580986,0.07105283504669166,0.46225517890370643,0.0886007200283283,-0.13037877562699962,0.319561626360441
L4_cnn,0.11429297951353318,-0.12109784854305015,0.21829636950912626,-0.07592778233047087,-0.013871394420701172,0.4364549770408113,0.3652292904312481
L4_dailycaller,0.43665519184223844,-0.09154712525630773,0.15528388465160065,0.024290882718861317,0.32208298188785855,0.48270144893381695,0.274564467790165
L4_foxnews,0.15516828100205354,-0.0709330787160935,0.30190758280629476,0.2219097592589965,0.2191967451074637,0.4609903602563762,0.35153957569884586
L4_newyorktimes,0.2936950320408035,0.01964540990053132,0.3624338264056941,0.18275678766363476,0.30236747018827387,0.7213791913026628,0.5188964931905939
L4_washingtonpost,0.35465328483722636,-0.10955360239817326,0.3641632904608988,0.05560310731828246,0.30909959777894375,0.771769216234935,0.4453931310265461
L5_abcnews,-0.019735484268864067,-0.2261841852428278,-0.2842836617656115,-0.5491025656344525,-0.19117899011187028,-0.031223257526984162,-0.30255454450460845
L5_breitbart,-0.06083970180559275,0.11264396225398599,0.16614853303426996,0.5680546128062771,0.04095588484698108,-0.1870863507712577,0.3573055324747428
L5_cnn,-0.035344615850862605,-0.14234295812888842,0.2225221770354658,-0.07562908734758982,0.09115202692551092,0.45627384280621,0.3918506737830931
L5_dailycaller,0.4198363660936147,-0.06238200583401674,0.17237765661942123,0.029019051502776005,0.19681436997538787,0.5188725149285308,0.3747244731339229
