source,newyorktimes,washingtonpost
L1_newyorktimes,-0.12998966369173923,-0.043027281039207846
L1_washingtonpost,0.042638063030996216,0.35816929448439666
L2_newyorktimes,-0.012828447837179872,-0.21242228614115272
L2_washingtonpost,-0.06174239897017479,0.31928644246512183
L3_newyorktimes,0.21921943874257954,-0.29354902947387274
L3_washingtonpost,-0.14252587619872453,0.5519765703662297
L4_newyorktimes,0.21961934143991074,-0.4061810357446269
L4_washingtonpost,-0.14271486316232052,0.6202480442700348
L5_newyorktimes,0.01949494490687267,-0.39712781631446875
L5_washingtonpost,-0.04733421793780636,0.6059949174836289
L6_newyorktimes,0.20576324405309007,-0.36322238569434145
L6_washingtonpost,-0.014235844223736442,0.4865098503465814
L7_newyorktimes,0.047825210298068466,-0.09396849979834496
L7_washingtonpost,0.023305197099572517,0.504410459988686
L8_newyorktimes,-0.0622654135679563,0.12306630381518607
L8_washingtonpost,0.23688844597383302,0.47735576578788724
L9_newyorktimes,-0.10828887370815776,0.10348923820477765
L9_washingtonpost,0.4090692205448402,0.26572746642841055
L10_newyorktimes,-0.15030074884332442,-0.050372080296372516
L10_washingtonpost,0.4012006636904223,0.12242727651316826
L11_newyorktimes,-0.07586571374548294,-0.12932350203965454
L11_washingtonpost,0.2246924113465398,0.05379032767760337
L12_newyorktimes,-0.15106237652423696,-0.11163340542446516
L12_washingtonpost,0.15752254278254865,-0.02469587957173733
