source,abcnews,breitbart,cnn,dailycaller,foxnews,newyorktimes,washingtonpost
L1_abcnews,0.4936890206704453,-0.3053605519395407,-0.03578679367964213,0.23080986156446542,0.05717644974802186,0.16315306791895515,0.05288500814491229
L1_breitbart,-0.41000556981336084,0.11601548477182333,0.0714584142088644,-0.06083434656315086,0.012861758309544046,-0.1538167513551609,0.1235867112962161
L1_cnn,-0.0835449177204767,0.00082405215473124,0.3554078702159003,-0.17148048388248185,-0.1866542335220754,-0.05047861014334368,-0.12389910626193361
L1_dailycaller,-0.17224342783906207,-0.15838683943267978,-0.09632974146782196,0.23448165266748552,0.14557219099398813,-0.3007845467622433,-0.008627640241268874
L1_foxnews,0.37987671270022083,-0.6121434801974811,-0.0318146541950316,0.10096689282664391,0.2658033030080886,0.18934221127471,0.015120341797899565
L1_newyorktimes,0.26392459898077925,-0.3643167367035872,0.03419694165609819,0.04638752878078501,-0.07332158737638204,0.2781005961674639,-0.0746897459629177
L1_washingtonpost,0.27577465690940234,-0.4151364123418539,-0.09657911035956947,0.06508869074948383,0.33470867997969483,0.11309182905062413,0.4180591819352667
L2_abcnews,0.4910109083081771,-0.2719949538284429,0.08001934692738175,0.10198940958924556,0.15474071436823278,0.14905142172261088,-0.0228548390149545
L2_breitbart,-0.50176911475541,0.18684152756989778,0.1504319332633894,-0.05707586130696848,-0.07562283382947106,-0.24201586585233176,0.131188115641943
L2_cnn,-0.09557321749810666,-0.05653960416522003,0.22554034300056977,-0.0033066329152947973,-0.11294654252249774,-0.09112167750364651,-0.04338914851271778
L2_dailycaller,-0.26133548980054866,-0.03275650763831791,-0.05173205765757804,0.3760386081296309,0.10633112717698757,-0.24875503562714935,0.009169249794234318
L2_foxnews,0.38877737974623916,-0.4366104251214242,0.2314257254994715,0.013008004274496892,0.2472752147243607,0.09651377992257455,-0.038726520435564814
L2_newyorktimes,0.23349609075459457,-0.3194844644794004,-0.07629961994386135,0.11768229419947807,0.10537654677680221,0.4664949731858674,-0.052723207724678235
L2_washingtonpost,0.08148671566964552,-0.34931798909609163,-0.010582613369228585,0.013107344778596035,0.1983509812279617,-0.3140592422366304,0.2634352560748323
L3_abcnews,0.5438761334230791,-0.25244556144161534,-0.031197207500532714,0.03561360823803485,0.20743592351603582,0.1477310685004113,-0.043664842629967116
L3_breitbart,-0.4399040047630815,0.2493321122370402,0.03350242795619296,-0.14945934153121385,-0.21993266658989488,-0.04428600424461141,0.14474828985350935
L3_cnn,-0.061718719205021484,-0.0016449068476967373,0.13874633345036813,0.1357564886278468,-0.021910338236513272,-0.08827327542742522,-0.009488723178036647
L3_dailycaller,-0.31302779748559484,0.05091288989541568,-0.08948570946631583,0.47985523502350974,-0.009134036155556849,-0.1923932252307829,-0.10846762930085176
L3_foxnews,0.27027369855994204,-0.25591723172099706,0.2248487617205879,-0.027877941241485227,0.10642367304797175,0.00932460623461224,-0.16057025981118303
L3_newyorktimes,0.22793670551920994,-0.2527654306588551,-0.07747324801980747,0.19274418411750652,0.17603659442391176,0.6931504378626556,-0.08341093693776815
L3_washingtonpost,0.08903258139864002,-0.28343479312759007,0.02257864854060017,-0.00018706052874847875,0.10970799335832246,-0.3522183991819265,0.04899242224468143
L4_abcnews,0.4565183828997582,-0.22643610294264147,-0.19558228674978156,-0.004100717548855839,0.3911612679023862,0.19779584617742585,0.23274455396304183
L4_breitbart,-0.2717065663430764,0.20665420258159828,-0.10331369195748547,-0.26792983001304527,-0.27589612872679464,-0.035007431877402045,0.15049322536538604
L4_cnn,-0.01817198860496478,-0.011200128429686748,0.17358632406083696,0.04050907924738853,0.12402462160844727,-0.08921754914725824,0.08503482752637544
L4_dailycaller,-0.392605801735213,0.1743078675801634,-0.11915996711065882,0.5365982946168248,-0.12707147374270072,-0.2569550413737518,-0.1543195069519431
L4_foxnews,0.2285387174188424,-0.06986004304184928,0.027965587347256377,-0.09073973131458012,-0.1196459619384018,-0.14763907684052038,-0.2983081852079938
L4_newyorktimes,0.19775260008769577,-0.22701719762313205,-0.0689914854976089,0.2763592773489553,0.2667102543478233,0.7244866048272661,-0.07862140681291976
L4_washingtonpost,-0.057392932133654616,-0.06197471835371527,0.23138412832883556,-0.018732061511999642,-0.11425488193970154,-0.33137482753903624,0.0503863448144188
