,name,text,id,url,created_at
0,TechCrunch,Join Eventbrite CEO Julia Hartz for a live Q&amp;A: June 11 at 3 pm EST/Noon PDT/7 pm GMT https://t.co/pyS661SzJl,1269638002978033664,https://techcrunch.com/2020/06/05/eventbrite-julia-hartz-extra-crunch-live/?tpcc=ECTW2020,Sun Jun 07 14:31:03 +0000 2020
