,name,text,id,url,created_at
0,AJEnglish,Brazil overtakes Russia in coronavirus cases; now second highest https://t.co/6jgc1kEPBK,1264024502796722191,https://www.aljazeera.com/news/2020/05/brazil-overtakes-russia-coronavirus-cases-highest-200522153335764.html?taid=5ec88e2cfb44e00001b15a48&utm_campaign=trueAnthem%3A+Trending+Content&utm_medium=trueAnthem&utm_source=twitter,Sat May 23 02:45:00 +0000 2020
0,AJEnglish,Brazil overtakes Russia in coronavirus cases; now second highest https://t.co/6jgc1kEPBK,1264024502796722191,https://www.aljazeera.com/news/2020/05/brazil-overtakes-russia-coronavirus-cases-highest-200522153335764.html?taid=5ec88e2cfb44e00001b15a48&utm_campaign=trueAnthem%3A+Trending+Content&utm_medium=trueAnthem&utm_source=twitter,Sat May 23 02:45:00 +0000 2020
