,name,text,id,url,created_at
0,NRO,"John McCain, Donald Trump, Zora Neale Hurston, Leontyne Price, et al. | by @jaynordlinger https://t.co/qjZjW6lTs3​ https://t.co/qjZjW6lTs3",1342289743678210048,https://www.nationalreview.com/corner/the-cyberwar-pardons-and-more/?taid=5fe5485cca1f440001bef9fe&utm_campaign=trueanthem&utm_medium=social&utm_source=twitter,Fri Dec 25 02:03:08 +0000 2020
0,NRO,"Some shots of Manhattan, and beyond. | by @jaynordlinger https://t.co/bjdC8aMDpt​ https://t.co/bjdC8aMDpt",1342319948857823233,https://www.nationalreview.com/corner/xmas-pics/?taid=5fe5647dca1f440001befa87&utm_campaign=trueanthem&utm_medium=social&utm_source=twitter,Fri Dec 25 04:03:09 +0000 2020
0,NRO,"COVID fatigue explained, ChiCom mendacity exposed, Climate-catastrophery excoriated, Tulsi bills editorially exclaimed, and Yuletide greetings expressed. | by @jackfowler https://t.co/bcUrsPfXja​ https://t.co/bcUrsPfXja",1342350114749358080,https://www.nationalreview.com/the-weekend-jolt/and-they-came-with-haste/?taid=5fe58095ca1f440001befb10&utm_campaign=trueanthem&utm_medium=social&utm_source=twitter,Fri Dec 25 06:03:01 +0000 2020
0,NRO,"Senator Ben Sasse on Trump's December 23 pardons: ""This is rotten to the core."" | by @McCormackJohn https://t.co/dmK7Id8Fbh​ https://t.co/dmK7Id8Fbh",1342372770093682688,https://www.nationalreview.com/corner/sasse-on-trump/?taid=5fe595afca1f440001befb56&utm_campaign=trueanthem&utm_medium=social&utm_source=twitter,Fri Dec 25 07:33:03 +0000 2020
0,NRO,"The makers behind “Wonder Woman 1984” project their political fears onto the film’s story, through petty point-making. | by @3xchair https://t.co/GBCzyU4S51​ https://t.co/GBCzyU4S51",1342433182877151232,https://www.nationalreview.com/2020/12/movie-review-wonder-woman-1984-is-a-comic-book-movie-for-every-liberal/?taid=5fe5cdf2047c5c0001cbf85a&utm_campaign=trueanthem&utm_medium=social&utm_source=twitter,Fri Dec 25 11:33:06 +0000 2020
