source,newyorktimes,washingtonpost
L1_newyorktimes,-0.1328368875831747,-0.04303926131289416
L1_washingtonpost,0.026881725487595504,0.3862480523469947
L2_newyorktimes,-0.021733667903519643,-0.21560498607878217
L2_washingtonpost,-0.08194813737329139,0.34664873837471777
L3_newyorktimes,0.14697480662059215,-0.23421349087796492
L3_washingtonpost,-0.14499800681108949,0.5655871567370105
L4_newyorktimes,0.15559385933444805,-0.3598442735875973
L4_washingtonpost,-0.20042388583398618,0.7036434221794685
L5_newyorktimes,-0.042065199228112936,-0.36680909272114676
L5_washingtonpost,-0.03283627666837739,0.6094652964439065
L6_newyorktimes,0.16698662277289494,-0.3305314204551502
L6_washingtonpost,-0.052658772180131805,0.5414409266012674
L7_newyorktimes,0.036338133093362354,-0.08409309206529417
L7_washingtonpost,-0.04546096072544918,0.6035558775101624
L8_newyorktimes,-0.08171321210915367,0.14234944622505183
L8_washingtonpost,0.21196991762332565,0.5261502899606123
L9_newyorktimes,-0.13913167189012032,0.1315277442844701
L9_washingtonpost,0.4046899951362275,0.2900771165185833
L10_newyorktimes,-0.21284503734121604,-0.004399678044287912
L10_washingtonpost,0.40556382959153303,0.13514277825973747
L11_newyorktimes,-0.17096442130315223,-0.05866889540242371
L11_washingtonpost,0.24226798702533617,0.04444077414758527
L12_newyorktimes,-0.24163525573010844,-0.04591398636719304
L12_washingtonpost,0.16061939646971557,-0.025051716396635292
