source,newyorktimes,washingtonpost
L1_newyorktimes,-0.28346597292665854,0.19661381294725414
L1_washingtonpost,0.2433134598131859,-0.06496805099627544
L2_newyorktimes,-0.07787618402934376,0.08072295002319702
L2_washingtonpost,0.08754812473361585,0.06391448563023386
L3_newyorktimes,-0.3419289387755797,0.01585629030941686
L3_washingtonpost,0.4343738610450086,-0.06285400914122638
L4_newyorktimes,-0.291318295295423,-0.1876382177657056
L4_washingtonpost,0.34567355044146225,-0.07490622253064019
L5_newyorktimes,-0.3355081192461613,-0.2376569369333634
L5_washingtonpost,0.3080901159813314,0.17044350906941105
L6_newyorktimes,-0.42710509114406114,-0.14297882917407279
L6_washingtonpost,0.10812619526414759,0.33733959269387587
L7_newyorktimes,-0.24028873307736578,-0.3156674455251992
L7_washingtonpost,0.07310342549143126,0.3536603080146052
L8_newyorktimes,-0.13145305214432332,-0.10573480438320608
L8_washingtonpost,-0.08708417319281286,0.2643883816192191
L9_newyorktimes,-0.08730646936433752,0.011601446076416196
L9_washingtonpost,-0.0063004181584839294,0.3208451002237291
L10_newyorktimes,-0.061967043340775047,-0.10016902704736844
L10_washingtonpost,0.04259527246591755,0.3958663260531269
L11_newyorktimes,-0.09665845407572188,-0.021620737606738515
L11_washingtonpost,0.09301108103213107,0.4304674582076137
L12_newyorktimes,-0.41763873579069305,0.2076284221585562
L12_washingtonpost,0.03567864556860762,0.4038781516948755
