,name,text,id,url,created_at
0,NewYorker,"Keiyon Ramsey’s grandmother told him that Black families should never call the police; now he’s a deputy inspector in the N.Y.P.D., intent on enacting change from within. https://t.co/65AiMukphh",1283190812587757569,-1,Wed Jul 15 00:05:04 +0000 2020
