,name,text,id,url,created_at
0,TechCrunch,"This Week in Apps: iOS 14's surprise arrival, Apple's app bundle, TikTok &amp; WeChat banned from app stores Sunday https://t.co/jLi5ZIdUVJ by @sarahintampa",1307302216999600131,https://techcrunch.com/2020/09/19/this-week-in-apps-ios-14s-surprise-arrival-apples-app-bundle-tiktok-wechat-banned-from-app-stores-sunday/?tpcc=ECTW2020,Sat Sep 19 12:55:11 +0000 2020
