,name,text,id,url,created_at
0,DailySignal,RT @Alyssafarah: This is VERY important. We have to consider all aspects of Americans' health as we make policies for our nation. Thank you @KellyannePolls for your leadership in the Trump Admin to spotlight mental health struggles &amp; suicide prevention.This is VERY important. We have to consider all aspects of Americans' health as we make policies for our nation. Th… https://t.co/JHSwyqzJsF,1264036077288984577,https://twitter.com/i/web/status/1263905814345105413,Sat May 23 03:31:00 +0000 2020
